Suburb,No. of Rooms,Type of Property,Year Sold,Price,Postcode,Region Name,No. of properties in Suburb,Distance from CBD,Council for Suburb,Total population
Ascot Vale,2,house,2017,0.057428283,3032,Western Metropolitan,0.25083506840152275,4.3,Moonee Valley City Council,0.23613143814674536
Northcote,2,house,2017,0.11069041602470304,3070,Northern Metropolitan,0.413741191,5.3,Darebin City Council,0.37283748899404173
Hawthorn East,2,unit,2017,0.037956895,3123,Southern Metropolitan,0.2476951164303111,6.2,Boroondara City Council,0.24551401182969113
Glenroy,3,townhouse,2017,0.053427767,3046,Northern Metropolitan,0.33236049473935386,11.2,Moreland City Council,0.3357879491267819
Glen Iris,3,house,2017,0.1348800104958161,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.25596361831573855
Glen Waverley,3,unit,2018,0.075026514,3150,Eastern Metropolitan,0.5306394034370688,16.7,Monash City Council,0.5429066068089516
Mulgrave,4,house,2017,0.084165827,3170,South-Eastern Metropolitan,0.2707729230334999,18.8,Monash City Council,0.2971013074484024
Fitzroy North,2,unit,2017,0.059803984,3068,Northern Metropolitan,0.23885043429690037,3.6,Moreland City Council,0.20175380933757797
Brunswick West,1,unit,2017,0.014912987901624528,3055,Northern Metropolitan,0.26965150196710946,5.2,Moreland City Council,0.22083711641400056
Kew,2,unit,2016,0.070006003,3101,Southern Metropolitan,0.3808333209184989,5.4,Boroondara City Council,0.3650346269594648
Tullamarine,4,house,2017,0.049582429983921025,3043,Western Metropolitan,0.12227048203619278,12.9,Brimbank City Council,0.10719047701001538
Elwood,2,unit,2017,0.070928319,3184,Southern Metropolitan,0.3363977514995816,7.2,Port Phillip City Council,0.24476716134195217
Camberwell,3,unit,2017,0.14660347419187544,3124,Southern Metropolitan,0.3340588070255455,7.7,Boroondara City Council,0.3245113759996223
Melbourne,1,unit,2017,0.030741668713385822,3000,Northern Metropolitan,0.5895125632710322,0,Melbourne City Council,0.5637688755391402
Sunshine West,4,house,2016,0.047439725071560565,3020,Western Metropolitan,0.2580380689316444,10.5,Brimbank City Council,0.28450851135724686
Bayswater,4,house,2016,0.06386353,3153,Eastern Metropolitan,0.19247616249792335,23.2,Knox City Council,0.19153483265960386
Carnegie,2,unit,2017,0.054791442,3163,Southern Metropolitan,0.2960835,10.1,Glen Eira City Council,0.2833489301889839
Carrum Downs,4,house,2016,0.039687748,3201,South-Eastern Metropolitan,0.3044382367730914,34.9,Frankston City Council,0.30788988623898406
Delahey,4,house,2016,0.036656787,3037,Western Metropolitan,0.1054363493545657,18,Brimbank City Council,0.13653634950836963
Dandenong North,3,house,2018,0.046753088704354955,3175,South-Eastern Metropolitan,0.3135554659504098,24.7,Greater Dandenong City Council,0.3367089963148183
Hillside,4,house,2016,0.044690346,3037,Western Metropolitan,0.21283369048571887,18,Brimbank City Council,0.30575872678423793
Brighton,2,townhouse,2017,0.077027682,3186,Southern Metropolitan,0.3888331055252547,10.5,Bayside City Council,0.3460389541534153
Northcote,4,house,2017,0.1621769907014872,3070,Northern Metropolitan,0.413741191,5.3,Darebin City Council,0.37283748899404173
Coburg,3,house,2018,0.066560767,3058,Northern Metropolitan,0.4087144760790836,6.7,Darebin City Council,0.3918674068285191
Doncaster,3,house,2018,0.11286266837733423,3108,Eastern Metropolitan,0.3377173476916787,12.4,Manningham City Council,0.3305325466562402
Frankston,3,house,2017,0.079938892,3199,South-Eastern Metropolitan,0.5778523965272521,38,Frankston City Council,0.3344467279356161
Reservoir,2,unit,2016,0.028820438535491884,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6418521237954418
Craigieburn,4,house,2016,0.030567163870433567,3064,Northern Metropolitan,0.5358950361287301,20.6,Hume City Council,0.22278184647480845
Bentleigh East,3,house,2018,0.046151895,3165,Southern Metropolitan,0.4012853737054564,13.8,Glen Eira City Council,0.40937521418442885
Bentleigh East,4,house,2017,0.10069377288779754,3165,Southern Metropolitan,0.4012853737054564,13.8,Glen Eira City Council,0.4042477409328318
Blackburn South,3,house,2017,0.10321246125212365,3130,Eastern Metropolitan,0.1670139779793819,13.4,Whitehorse City Council,0.17351255691781062
Lalor,3,house,2017,0.036223041466552225,3075,Northern Metropolitan,0.3120648168955057,16.3,Whittlesea City Council,0.3428118819352736
Greensborough,2,unit,2017,0.044001818806212546,3088,Northern Metropolitan,0.3205284653111676,16.1,Banyule City Council,0.307286724
Northcote,4,house,2018,0.16087565473493234,3070,Northern Metropolitan,0.413741191,5.3,Darebin City Council,0.37890786863737813
Wantirna,4,house,2018,0.077027682,3152,Eastern Metropolitan,0.207763776,14.7,Knox City Council,0.21855226131463687
Toorak,1,unit,2017,0.043312817,3142,Southern Metropolitan,0.2745259497042004,4.1,Stonnington City Council,0.2122486276748911
Newport,2,townhouse,2018,0.053427767,3015,Western Metropolitan,0.21060916611499872,6.2,Hobsons Bay City Council,0.27846902164282894
Camberwell,4,townhouse,2018,0.12777938894623989,3124,Southern Metropolitan,0.3340588070255455,7.7,Boroondara City Council,0.325878066
Taylors Lakes,5,house,2017,0.073272201,3038,Western Metropolitan,0.2043694971398613,15.5,Brimbank City Council,0.26882913469525754
Malvern East,2,house,2017,0.20287657870956294,3145,Southern Metropolitan,0.33001207713944836,8.4,Stonnington City Council,0.3259384963618118
Burwood,3,townhouse,2017,0.092730484,3125,Southern Metropolitan,0.2174967727418569,10.4,Monash City Council,0.20561879916011905
Blackburn,2,unit,2016,0.057725554,3130,Eastern Metropolitan,0.21883053815879366,13.4,Whitehorse City Council,0.31945169875524504
Collingwood,2,house,2018,0.069922114,3066,Northern Metropolitan,0.1736497554470117,2,Yarra City Council,0.16012187186831645
Newport,3,house,2016,0.091581813,3015,Western Metropolitan,0.21060916611499872,6.2,Hobsons Bay City Council,0.2696221662918003
Bayswater,3,house,2018,0.063441428,3153,Eastern Metropolitan,0.19247616249792335,23.2,Knox City Council,0.19546698405714386
Glen Waverley,2,house,2016,0.07927422,3150,Eastern Metropolitan,0.5306394034370688,16.7,Monash City Council,0.5351718911120432
Aspendale Gardens,4,house,2018,0.081930264,3195,South-Eastern Metropolitan,0.077099714,21.5,Kingston City Council,0.14744557502063924
Wantirna South,4,house,2017,0.082096033,3152,Eastern Metropolitan,0.26965150196710946,14.7,Knox City Council,0.27202300518413414
Clayton,3,house,2017,0.080603124,3168,South-Eastern Metropolitan,0.22354161408069465,16.7,Monash City Council,0.35490704137480233
Greensborough,4,house,2018,0.09763847,3088,Northern Metropolitan,0.3205284653111676,16.1,Banyule City Council,0.308234387
Melbourne,2,unit,2018,0.032485044,3000,Northern Metropolitan,0.5895125632710322,0,Melbourne City Council,0.5999401652661333
Meadow Heights,3,house,2017,0.031439384,3048,Northern Metropolitan,0.17964790646175172,17.4,Hume City Council,0.2351128858578871
Kew,3,house,2017,0.1512546453676063,3101,Southern Metropolitan,0.3808333209184989,5.4,Boroondara City Council,0.3703319310051386
Port Melbourne,2,unit,2016,0.11221952983920809,3207,Southern Metropolitan,0.3247849594487693,3.5,Melbourne City Council,0.25562656005332385
Sunbury,3,house,2017,0.036223041466552225,3429,Western Metropolitan,0.49577309604723446,31.7,Hume City Council,0.20115154810225858
Blackburn,2,townhouse,2017,0.05214763,3130,Eastern Metropolitan,0.21883053815879366,13.4,Whitehorse City Council,0.3225609122977266
Toorak,1,unit,2017,0.040983925,3142,Southern Metropolitan,0.2745259497042004,4.1,Stonnington City Council,0.2122486276748911
Fitzroy North,2,house,2018,0.10778671984029022,3068,Northern Metropolitan,0.23885043429690037,3.6,Moreland City Council,0.20526433426206553
Pascoe Vale,2,house,2018,0.049668043,3044,Northern Metropolitan,0.2841327913420671,8.5,Moreland City Council,0.48605373198167384
Abbotsford,2,unit,2017,0.068242853,3067,Northern Metropolitan,0.15214441636099457,3,Yarra City Council,0.14688197082926874
Frankston,4,house,2016,0.047868634,3199,South-Eastern Metropolitan,0.5778523965272521,38,Frankston City Council,0.3311939899495693
Riddells Creek,4,house,2018,0.049154256,3431,Northern Victoria,0.042818294,47.4,Macedon Ranges Shire Council,0.069222776
Reservoir,4,house,2018,0.095596402,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6561133324427597
Melton South,3,house,2018,0.039255315828071555,3338,Western Victoria,0.1802022082536692,29.8,Melton City Council,0.3914034038324676
Braybrook,2,house,2017,0.042709550696159136,3019,Western Metropolitan,0.13448481985283917,8.6,Maribyrnong City Council,0.28623279076524444
Broadmeadows,3,house,2018,0.032354397,3047,Northern Metropolitan,0.16327700780566087,14,Hume City Council,0.21631611840130355
Pascoe Vale,2,unit,2018,0.032310843475260434,3044,Northern Metropolitan,0.2841327913420671,8.5,Moreland City Council,0.48605373198167384
Reservoir,2,townhouse,2016,0.04020642,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6418521237954418
Broadmeadows,3,house,2017,0.048040145,3047,Northern Metropolitan,0.16327700780566087,14,Hume City Council,0.21362883411304226
Altona North,2,unit,2017,0.033616610798985064,3025,Western Metropolitan,0.19645634490927477,9.4,Hobsons Bay City Council,0.22440180037255328
Collingwood,3,unit,2017,0.074943045,3066,Northern Metropolitan,0.1736497554470117,2,Yarra City Council,0.15227375207420824
Mentone,1,unit,2018,0.018275525358877037,3194,South-Eastern Metropolitan,0.23578489673600536,20,Kingston City Council,0.2106224127374902
Elwood,1,unit,2017,0.018408025414279276,3184,Southern Metropolitan,0.3363977514995816,7.2,Port Phillip City Council,0.24476716134195217
Balwyn,4,house,2017,0.1677459107656846,3103,Southern Metropolitan,0.21764929314175593,7.9,Boroondara City Council,0.24929211511646676
Sunbury,3,house,2018,0.042364663643249145,3429,Western Metropolitan,0.49577309604723446,31.7,Hume City Council,0.2023693833797926
Carlton,1,unit,2017,0.035789108,3053,Northern Metropolitan,0.2588799276589149,1.6,Melbourne City Council,0.3110720002980135
Dandenong,4,house,2018,0.059803984,3175,South-Eastern Metropolitan,0.39890271830138874,24.7,Greater Dandenong City Council,0.4497741847174533
Armadale,1,unit,2016,0.027070656811704185,3143,Southern Metropolitan,0.18486201212835568,6.3,Stonnington City Council,0.14988419588384946
Sunshine North,4,house,2017,0.054280281886827014,3020,Western Metropolitan,0.16017235438351207,10.5,Brimbank City Council,0.18768430572697628
Brunswick West,3,house,2018,0.10738276103859407,3055,Northern Metropolitan,0.26965150196710946,5.2,Moreland City Council,0.22621944808904768
Toorak,3,unit,2016,0.17456928826290471,3142,Southern Metropolitan,0.2745259497042004,4.1,Stonnington City Council,0.21155780943419875
Brunswick West,4,townhouse,2017,0.056408395,3055,Northern Metropolitan,0.26965150196710946,5.2,Moreland City Council,0.22083711641400056
Eltham,4,house,2018,0.095596402,3095,Eastern Metropolitan,0.26631599020956653,18,Banyule City Council,0.34021793935614536
Maribyrnong,3,house,2016,0.068242853,3032,Western Metropolitan,0.18808744072017478,4.3,Maribyrnong City Council,0.1965817269904023
Springvale,3,house,2017,0.064454172,3171,South-Eastern Metropolitan,0.2815251347893197,20.8,Greater Dandenong City Council,0.3288107437565298
Greensborough,3,house,2017,0.058107630807280757,3088,Northern Metropolitan,0.3205284653111676,16.1,Banyule City Council,0.307286724
Yarraville,1,unit,2017,0.037523714,3013,Western Metropolitan,0.24994949216564627,6.3,Maribyrnong City Council,0.4351240356364336
Lalor,3,house,2018,0.040119994,3075,Northern Metropolitan,0.3120648168955057,16.3,Whittlesea City Council,0.346773082
Langwarrin,2,house,2017,0.035094422,3910,Eastern Victoria,0.3280337696520272,41,Frankston City Council,0.34883050089709083
Eltham North,3,house,2018,0.069082836,3095,Eastern Metropolitan,0.081609255,18,Banyule City Council,0.30919344291922085
Carnegie,2,unit,2016,0.049582429983921025,3163,Southern Metropolitan,0.2960835,10.1,Glen Eira City Council,0.27751808362937924
Camberwell,2,unit,2017,0.058319832399589024,3124,Southern Metropolitan,0.3340588070255455,7.7,Boroondara City Council,0.3245113759996223
Blackburn,3,house,2018,0.055557693,3130,Eastern Metropolitan,0.21883053815879366,13.4,Whitehorse City Council,0.32633724213042153
Ascot Vale,3,house,2017,0.10859414822489125,3032,Western Metropolitan,0.25083506840152275,4.3,Moonee Valley City Council,0.23613143814674536
Glenroy,3,house,2018,0.036743513372819316,3046,Northern Metropolitan,0.33236049473935386,11.2,Moreland City Council,0.34382146114530393
Fawkner,3,house,2018,0.067822596,3060,Northern Metropolitan,0.19403890699474177,13.1,Hume City Council,0.2235720691846055
Reservoir,4,house,2017,0.058531989,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6495591895598463
Point Cook,3,house,2018,0.043829613,3030,Western Metropolitan,0.5367821508464777,14.7,Wyndham City Council,0.6931471805599453
Sandhurst,3,house,2017,0.039255315828071555,3977,South-Eastern Metropolitan,0.053927512562703374,34.7,Frankston City Council,0.20917013736432777
Mulgrave,3,townhouse,2016,0.052233024,3170,South-Eastern Metropolitan,0.2707729230334999,18.8,Monash City Council,0.2953956828324747
Hillside,3,house,2018,0.047868634,3037,Western Metropolitan,0.21283369048571887,18,Brimbank City Council,0.33957436199738833
Forest Hill,3,house,2017,0.076194349,3131,Eastern Metropolitan,0.16693375978585273,15.4,Whitehorse City Council,0.17301979002177414
Doncaster,3,house,2018,0.087798292,3108,Eastern Metropolitan,0.3377173476916787,12.4,Manningham City Council,0.3305325466562402
Springvale,3,house,2017,0.049582429983921025,3171,South-Eastern Metropolitan,0.2815251347893197,20.8,Greater Dandenong City Council,0.3288107437565298
Kingsbury,4,house,2016,0.046151895,3083,Northern Metropolitan,0.040044367,12.1,Darebin City Council,0.18221551491847685
Burwood,2,unit,2018,0.049839246,3125,Southern Metropolitan,0.2174967727418569,10.4,Monash City Council,0.21303368456415542
Dandenong North,3,house,2017,0.044948422,3175,South-Eastern Metropolitan,0.3135554659504098,24.7,Greater Dandenong City Council,0.3356323639166374
Port Melbourne,2,unit,2018,0.066729103,3207,Southern Metropolitan,0.3247849594487693,3.5,Melbourne City Council,0.2646360951422846
Frankston,3,house,2017,0.066981553,3199,South-Eastern Metropolitan,0.5778523965272521,38,Frankston City Council,0.3344467279356161
Hawthorn East,3,house,2017,0.14931928575441725,3123,Southern Metropolitan,0.2476951164303111,6.2,Boroondara City Council,0.24551401182969113
Melbourne,2,unit,2017,0.045722249,3000,Northern Metropolitan,0.5895125632710322,0,Melbourne City Council,0.5637688755391402
Mooroolbark,3,house,2017,0.056408395,3138,Eastern Victoria,0.3120995084012939,26.5,Yarra Ranges Shire Council,0.33141036731253304
Croydon South,3,house,2017,0.062343130574135555,3136,Eastern Metropolitan,0.060284415,23,Maroondah City Council,0.462527403
Bentleigh East,3,house,2018,0.053854115,3165,Southern Metropolitan,0.4012853737054564,13.8,Glen Eira City Council,0.40937521418442885
Wollert,4,house,2017,0.044001818806212546,3750,Northern Metropolitan,0.10722624968327243,25.5,Whittlesea City Council,0.17618334849696676
Ascot Vale,5,house,2017,0.1473801732600477,3032,Western Metropolitan,0.25083506840152275,4.3,Moonee Valley City Council,0.23613143814674536
Beaumaris,2,unit,2017,0.062343130574135555,3193,Southern Metropolitan,0.20552793260941107,17.3,Bayside City Council,0.21676105123052886
Richmond,2,unit,2017,0.028820438535491884,3121,Northern Metropolitan,0.5202135922317321,2.4,Yarra City Council,0.44732594136450016
Brighton,4,house,2018,0.2329023466982096,3186,Southern Metropolitan,0.3888331055252547,10.5,Bayside City Council,0.3492792597321805
Craigieburn,4,house,2018,0.045550339,3064,Northern Metropolitan,0.5358950361287301,20.6,Hume City Council,0.27054231767049464
Hawthorn East,2,unit,2017,0.053854115,3123,Southern Metropolitan,0.2476951164303111,6.2,Boroondara City Council,0.24551401182969113
Reservoir,2,townhouse,2017,0.037956895,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6495591895598463
Brunswick,2,house,2018,0.053854115,3056,Northern Metropolitan,0.43095353382384194,5.2,Moreland City Council,0.3976887229067138
Reservoir,3,house,2017,0.056578449,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6495591895598463
Brighton,3,unit,2018,0.09723039,3186,Southern Metropolitan,0.3888331055252547,10.5,Bayside City Council,0.3492792597321805
Kensington,3,house,2018,0.11133453843022603,3031,Northern Metropolitan,0.2015450190477037,3.4,Melbourne City Council,0.18115447723586556
Fitzroy,2,house,2018,0.19661389476653673,3065,Northern Metropolitan,0.22308667226748724,2.1,Yarra City Council,0.17916899020935695
